confOf#Social_event	confOf#Social_event -> confOf#Event	 	 	confOf#maxChoice -> confOf#positiveInteger, confOf#minChoice -> confOf#positiveInteger, confOf#has_short_title -> confOf#string, confOf#has_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#location -> confOf#string	ekaw#Poster_Session	ekaw#Poster_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	 	 	 	0.724
edas#ConferenceChair	edas#ConferenceChair -> edas#Person	 	edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper, edas#initiates -> edas#Call, edas#isInitiatedBy -> edas#Call	 	sigkdd#Author_of_paper_student	sigkdd#Author_of_paper_student -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	 	sigkdd#award -> sigkdd#Best_Student_Paper_Award	 	0.724
ekaw#Demo_Chair	ekaw#Demo_Chair -> ekaw#Conference_Participant -> ekaw#Person	 	 	 	sigkdd#Listener	sigkdd#Listener -> sigkdd#Person	 	 	 	0.723
cmt#Author	cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	cmt#Co-author, cmt#AuthorNotReviewer	 	 	iasted#Card	iasted#Card -> iasted#Item	iasted#Credit_card	 	 	0.723
conference#Active_conference_participant	conference#Active_conference_participant -> conference#Conference_contributor -> conference#Person, conference#Active_conference_participant -> conference#Conference_participant -> conference#Person	 	 	 	ekaw#Presenter	ekaw#Presenter -> ekaw#Conference_Participant -> ekaw#Person	 	 	 	0.723
conference#Track-workshop_chair	conference#Track-workshop_chair -> conference#Person	 	conference#was_a_track-workshop_chair_of -> conference#Conference_part, conference#has_a_track-workshop-tutorial_chair -> conference#Conference_part	 	iasted#Hotel_room	iasted#Hotel_room -> iasted#Place	 	iasted#is_situated_in -> iasted#Conference_hotel, iasted#is_designed_for -> iasted#Hotel_presenter	 	0.723
confOf#Reception	confOf#Reception -> confOf#Social_event -> confOf#Event	 	 	 	edas#Attendee	edas#Attendee -> edas#Person	 	 	 	0.723
cmt#Reviewer	cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	 	cmt#assignReviewer -> cmt#Administrator, cmt#assignedByAdministrator -> cmt#Administrator, cmt#adjustedBy -> cmt#Bid	 	iasted#Invitation_letter	iasted#Invitation_letter -> iasted#Document -> iasted#Item	 	iasted#is_designed_for -> iasted#Delegate, iasted#obtain -> iasted#Delegate	 	0.723
confOf#Reviewing_event	confOf#Reviewing_event -> confOf#Administrative_event -> confOf#Event	 	 	 	ekaw#Session	ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	 	 	 	0.723
ekaw#Positive_Review	ekaw#Positive_Review -> ekaw#Review -> ekaw#Document	 	ekaw#hasReview -> ekaw#Accepted_Paper	 	sigkdd#Author	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	 	sigkdd#submit -> sigkdd#Paper, sigkdd#obtain -> sigkdd#Award, sigkdd#notification_until -> sigkdd#Deadline_Author_notification	 	0.723
ekaw#Tutorial	ekaw#Tutorial -> ekaw#Individual_Presentation -> ekaw#Scientific_Event -> ekaw#Event	 	 	 	iasted#Introduction	iasted#Introduction -> iasted#Conference_activity -> iasted#Activity	 	 	 	0.723
cmt#Meta-Reviewer	cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#User -> cmt#Person	 	cmt#readByMeta-Reviewer -> cmt#Paper	 	edas#Programme	edas#Programme -> edas#Document	 	edas#hasProgramme -> edas#ConferenceEvent, edas#belongsToEvent -> edas#ConferenceEvent	 	0.723
ekaw#Conference_Participant	ekaw#Conference_Participant -> ekaw#Person	 	ekaw#writtenBy -> ekaw#Camera_Ready_Paper	 	iasted#Reviewer	iasted#Reviewer -> iasted#Speaker -> iasted#Delegate -> iasted#Person	 	iasted#is_writen_by -> iasted#Review	 	0.723
conference#Committee_member	conference#Committee_member -> conference#Person	 	conference#was_a_member_of -> conference#Committee, conference#has_members -> conference#Committee	 	iasted#Presenter_university	iasted#Presenter_university -> iasted#Building -> iasted#Place	 	iasted#is_situated_in -> iasted#Presenter_city, iasted#is_situated_in -> iasted#Presenter_state	 	0.723
edas#Organization	 	 	edas#providedBy -> edas#Sponsorship, edas#isProviderOf -> edas#Sponsorship	 	iasted#Sponsor	iasted#Sponsor -> iasted#Person	 	iasted#occupy -> iasted#Sponsor_state, iasted#is_occupied_by -> iasted#Sponsor_city, iasted#occupy -> iasted#Sponsor_city	 	0.723
conference#Steering_committee	conference#Steering_committee -> conference#Committee	 	conference#has_a_steering_committee -> conference#Conference_volume, conference#was_a_steering_committee_of -> conference#Conference_volume	 	edas#ConferenceChair	edas#ConferenceChair -> edas#Person	 	edas#initiates -> edas#Call, edas#isInitiatedBy -> edas#Call, edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper	 	0.723
edas#AcceptedPaper	edas#AcceptedPaper -> edas#Paper -> edas#Document	 	 	 	iasted#Bank_transfer	iasted#Bank_transfer -> iasted#Payment_document -> iasted#Document -> iasted#Item	 	 	 	0.723
cmt#Paper	cmt#Paper -> cmt#Document	 	cmt#hasBid -> cmt#Bid, cmt#hasDecision -> cmt#Decision, cmt#hasSubjectArea -> cmt#SubjectArea, cmt#readByReviewer -> cmt#Reviewer, cmt#markConflictOfInterest -> cmt#Reviewer, cmt#readPaper -> cmt#Reviewer	cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string	iasted#Author_information_form	iasted#Author_information_form -> iasted#Form -> iasted#Document -> iasted#Item	 	iasted#is_sent_after -> iasted#Deadline_for_notification_of_acceptance	 	0.723
cmt#Meta-Reviewer	cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#User -> cmt#Person	 	cmt#readByMeta-Reviewer -> cmt#Paper	 	ekaw#Research_Topic	 	 	ekaw#coversTopic -> ekaw#Paper, ekaw#topicCoveredBy -> ekaw#Paper, ekaw#topicCoveredBy -> ekaw#Event, ekaw#coversTopic -> ekaw#Event	 	0.723
edas#PaperPresentation	edas#PaperPresentation -> edas#AcademicEvent -> edas#ConferenceEvent	 	 	 	ekaw#Conference_Trip	ekaw#Conference_Trip -> ekaw#Social_Event -> ekaw#Event	 	 	 	0.723
confOf#Registration_of_participants_event	confOf#Registration_of_participants_event -> confOf#Administrative_event -> confOf#Event	 	 	 	edas#BreakEvent	edas#BreakEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent	 	 	 	0.723
ekaw#Submitted_Paper	ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	iasted#Submissions_deadline	iasted#Submissions_deadline -> iasted#Deadline -> iasted#Time	 	 	 	0.723
confOf#Administrator	confOf#Administrator -> confOf#Person	 	 	 	iasted#Non_speaker	iasted#Non_speaker -> iasted#Delegate -> iasted#Person	 	 	 	0.723
conference#Reviewer	conference#Reviewer -> conference#Person	 	conference#belongs_to_reviewers -> conference#Review_preference, conference#has_a_review_reference_or_expertise -> conference#Review_preference, conference#belongs_to_reviewers -> conference#Review_expertise, conference#has_a_review_reference_or_expertise -> conference#Review_expertise	 	iasted#Registration	iasted#Registration -> iasted#Conference_activity -> iasted#Activity	 	iasted#is_designed_for -> iasted#Delegate	 	0.723
ekaw#Conference_Participant	ekaw#Conference_Participant -> ekaw#Person	 	ekaw#writtenBy -> ekaw#Camera_Ready_Paper	 	sigkdd#Author_of_paper	sigkdd#Author_of_paper -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	 	sigkdd#award -> sigkdd#Best_Applications_Paper_Award, sigkdd#award -> sigkdd#Best_Research_Paper_Award	 	0.723
conference#Conference_contribution	conference#Conference_contribution -> conference#Conference_document	conference#Written_contribution, conference#Poster, conference#Presentation	 	 	ekaw#Submitted_Paper	ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	ekaw#Assigned_Paper	 	 	0.723
cmt#Chairman	cmt#Chairman -> cmt#Person	 	cmt#markConflictOfInterest -> cmt#Paper	 	ekaw#Conference_Session	ekaw#Conference_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	 	ekaw#partOfEvent -> ekaw#Conference	 	0.723
edas#ConferenceChair	edas#ConferenceChair -> edas#Person	 	 	 	sigkdd#Organizator	sigkdd#Organizator -> sigkdd#Person	 	 	 	0.723
ekaw#Rejected_Paper	ekaw#Rejected_Paper -> ekaw#Evaluated_Paper -> ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	iasted#Invitation_letter	iasted#Invitation_letter -> iasted#Document -> iasted#Item	 	 	 	0.723
iasted#Registration	iasted#Registration -> iasted#Conference_activity -> iasted#Activity	 	iasted#is_designed_for -> iasted#Delegate	 	sigkdd#Author	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	 	sigkdd#obtain -> sigkdd#Award, sigkdd#submit -> sigkdd#Paper, sigkdd#notification_until -> sigkdd#Deadline_Author_notification	 	0.723
conference#Poster	conference#Poster -> conference#Conference_contribution -> conference#Conference_document	 	 	 	confOf#Short_paper	confOf#Short_paper -> confOf#Contribution	 	 	 	0.723
ekaw#Track	ekaw#Track -> ekaw#Scientific_Event -> ekaw#Event	 	 	 	iasted#Review	iasted#Review -> iasted#Document -> iasted#Item	 	 	 	0.723
confOf#Working_event	confOf#Working_event -> confOf#Event	confOf#Tutorial, confOf#Workshop, confOf#Conference	confOf#hasTopic -> confOf#Topic	confOf#has_short_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#location -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#has_title -> confOf#string, confOf#minChoice -> confOf#positiveInteger, confOf#maxChoice -> confOf#positiveInteger	ekaw#Review	ekaw#Review -> ekaw#Document	ekaw#Negative_Review, ekaw#Neutral_Review, ekaw#Positive_Review	ekaw#hasReview -> ekaw#Paper, ekaw#reviewOfPaper -> ekaw#Paper, ekaw#reviewWrittenBy -> ekaw#Possible_Reviewer	 	0.723
confOf#University	confOf#University -> confOf#Organization	 	confOf#studyAt -> confOf#Scholar	 	iasted#Transparency	iasted#Transparency -> iasted#Document -> iasted#Item	 	iasted#prepare -> iasted#Author, iasted#is_prepared_by -> iasted#Speaker	 	0.723
edas#RejectedPaper	edas#RejectedPaper -> edas#Paper -> edas#Document	 	 	 	iasted#Accepting_manuscript	iasted#Accepting_manuscript -> iasted#Activity_before_conference -> iasted#Activity	 	 	 	0.723
edas#Paper	edas#Paper -> edas#Document	 	edas#isReviewing -> edas#ConferenceChair, edas#isReviewedBy -> edas#ConferenceChair, edas#isReviewedBy -> edas#SessionChair, edas#isReviewing -> edas#SessionChair	 	iasted#Conference_airport	iasted#Conference_airport -> iasted#Building -> iasted#Place	 	iasted#is_situated_in -> iasted#Conference_state, iasted#is_situated_in -> iasted#Conference_city	 	0.723
conference#Conference_applicant	conference#Conference_applicant -> conference#Person	 	 	 	ekaw#Conference_Banquet	ekaw#Conference_Banquet -> ekaw#Social_Event -> ekaw#Event	 	 	 	0.723
ekaw#Conference	ekaw#Conference -> ekaw#Scientific_Event -> ekaw#Event	 	ekaw#partOfEvent -> ekaw#Conference_Session	 	iasted#Sponsor	iasted#Sponsor -> iasted#Person	 	iasted#occupy -> iasted#Sponsor_state, iasted#is_occupied_by -> iasted#Sponsor_city, iasted#occupy -> iasted#Sponsor_city, iasted#is_occupied_by -> iasted#Sponsor_company_house, iasted#occupy -> iasted#Sponsor_company_house	 	0.723
confOf#Contribution	 	confOf#Paper, confOf#Poster, confOf#Short_paper	confOf#dealsWith -> confOf#Topic, confOf#writes -> confOf#Author	confOf#abstract -> confOf#string, confOf#hasTitle -> confOf#string, confOf#remark -> confOf#string, confOf#hasKeyword -> confOf#string, confOf#contactEmail -> confOf#string	iasted#Item	 	iasted#Document, iasted#Card, iasted#Publication	iasted#is_equipped_by -> iasted#Place, iasted#is_signed_by -> iasted#Person, iasted#sign -> iasted#Person, iasted#is_used_by -> iasted#Person, iasted#is_prepared_by -> iasted#Person	 	0.723
cmt#Administrator	cmt#Administrator -> cmt#User -> cmt#Person	 	cmt#paperAssignmentToolsRunBy -> cmt#Conference, cmt#enterReviewCriteria -> cmt#Conference, cmt#runPaperAssignmentTools -> cmt#Conference, cmt#enableVirtualMeeting -> cmt#Conference, cmt#virtualMeetingEnabledBy -> cmt#Conference, cmt#detailsEnteredBy -> cmt#Conference	 	iasted#Trip_day	iasted#Trip_day -> iasted#Time	 	iasted#is_designed_for -> iasted#Delegate	 	0.723
iasted#Conference_restaurant	iasted#Conference_restaurant -> iasted#Building -> iasted#Place	 	iasted#is_paid_in -> iasted#Tip, iasted#is_occupied_by -> iasted#Delegate, iasted#is_situated_in -> iasted#Conference_city, iasted#is_situated_in -> iasted#Conference_state	 	sigkdd#Author	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	 	sigkdd#obtain -> sigkdd#Award, sigkdd#submit -> sigkdd#Paper	 	0.723
edas#Document	 	edas#Paper, edas#Review, edas#Programme, edas#SlideSet, edas#MealMenu	edas#relatesTo -> edas#AcademicEvent, edas#hasRelatedDocument -> edas#AcademicEvent, edas#hasRelatedDocument -> edas#Conference	 	ekaw#Organisation	 	ekaw#Proceedings_Publisher, ekaw#Organising_Agency, ekaw#Academic_Institution	ekaw#organises -> ekaw#Event, ekaw#organisedBy -> ekaw#Event	 	0.723
ekaw#Individual_Presentation	ekaw#Individual_Presentation -> ekaw#Scientific_Event -> ekaw#Event	 	ekaw#paperPresentedAs -> ekaw#Abstract, ekaw#presentationOfPaper -> ekaw#Abstract, ekaw#hasEvent -> ekaw#Session, ekaw#presentationOfPaper -> ekaw#Paper, ekaw#paperPresentedAs -> ekaw#Paper	 	iasted#Presenter_university	iasted#Presenter_university -> iasted#Building -> iasted#Place	 	iasted#is_situated_in -> iasted#Presenter_state, iasted#is_situated_in -> iasted#Presenter_city	 	0.723
cmt#ConferenceMember	cmt#ConferenceMember -> cmt#Person	cmt#Author, cmt#Reviewer, cmt#ConferenceChair	cmt#hasConferenceMember -> cmt#Conference, cmt#memberOfConference -> cmt#Conference	 	iasted#Transport_vehicle	iasted#Transport_vehicle -> iasted#Item	iasted#Car, iasted#Shuttle_bus, iasted#Van, iasted#Taxi	iasted#is_used_by -> iasted#Delegate	 	0.723
cmt#User	cmt#User -> cmt#Person	 	 	 	iasted#IASTED_member	iasted#IASTED_member -> iasted#Delegate -> iasted#Person	 	 	 	0.723
conference#Call_for_paper	conference#Call_for_paper -> conference#Conference_document	 	 	 	edas#PaperPresentation	edas#PaperPresentation -> edas#AcademicEvent -> edas#ConferenceEvent	 	 	 	0.723
ekaw#Tutorial_Chair	ekaw#Tutorial_Chair -> ekaw#Conference_Participant -> ekaw#Person, ekaw#Tutorial_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person	 	 	 	sigkdd#Invited_Speaker	sigkdd#Invited_Speaker -> sigkdd#Speaker -> sigkdd#Person	 	 	 	0.723
conference#Co-chair	conference#Co-chair -> conference#Committee_member -> conference#Person	 	conference#was_a_committe_co-chair_of -> conference#Committee, conference#has_a_committee_co-chair -> conference#Committee	 	iasted#Conference_restaurant	iasted#Conference_restaurant -> iasted#Building -> iasted#Place	 	iasted#is_occupied_by -> iasted#Delegate, iasted#is_situated_in -> iasted#Conference_state, iasted#is_situated_in -> iasted#Conference_city	 	0.722
confOf#Poster	confOf#Poster -> confOf#Contribution	 	 	 	iasted#Car	iasted#Car -> iasted#Transport_vehicle -> iasted#Item	 	 	 	0.722
confOf#Contribution	 	 	confOf#writes -> confOf#Author, confOf#writtenBy -> confOf#Author	confOf#abstract -> confOf#string, confOf#hasTitle -> confOf#string, confOf#remark -> confOf#string, confOf#hasKeyword -> confOf#string, confOf#contactEmail -> confOf#string	sigkdd#Deadline_Author_notification	sigkdd#Deadline_Author_notification -> sigkdd#Deadline	 	sigkdd#notification_until -> sigkdd#Author	 	0.722
conference#Paid_applicant	conference#Paid_applicant -> conference#Registeered_applicant -> conference#Conference_applicant -> conference#Person	conference#Late_paid_applicant, conference#Early_paid_applicant	 	 	sigkdd#Author	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	sigkdd#Author_of_paper_student, sigkdd#Author_of_paper	 	 	0.722
ekaw#Scientific_Event	ekaw#Scientific_Event -> ekaw#Event	ekaw#Workshop, ekaw#Track, ekaw#Session	 	 	iasted#Research	iasted#Research -> iasted#Activity_before_conference -> iasted#Activity	iasted#Modelling, iasted#Simulating	 	 	0.722
ekaw#Invited_Speaker	ekaw#Invited_Speaker -> ekaw#Presenter -> ekaw#Conference_Participant -> ekaw#Person	 	 	 	iasted#Conference_Hiker	iasted#Conference_Hiker -> iasted#Delegate -> iasted#Person	 	 	 	0.722
iasted#Publication	iasted#Publication -> iasted#Item	 	iasted#is_made_from -> iasted#Final_manuscript	 	sigkdd#Hotel	sigkdd#Hotel -> sigkdd#Place	 	sigkdd#can_stay_in -> sigkdd#Person	 	0.722
conference#Track	conference#Track -> conference#Conference_part	 	conference#has_tracks -> conference#Conference_volume	 	iasted#Author	iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person	 	iasted#prepare -> iasted#Transparency, iasted#give -> iasted#Brief_introduction_for_Session_chair, iasted#is_given_by -> iasted#Brief_introduction_for_Session_chair	 	0.722
conference#Person	 	 	conference#has_authors -> conference#Conference_document, conference#contributes -> conference#Conference_document	conference#has_the_first_name -> conference#string, conference#has_an_email -> conference#string, conference#has_the_last_name -> conference#string	edas#Country	 	 	edas#hasCountry -> edas#Conference	 	0.722
confOf#Reception	confOf#Reception -> confOf#Social_event -> confOf#Event	 	 	 	sigkdd#Main_office	sigkdd#Main_office -> sigkdd#Place	 	 	 	0.722
confOf#Reception	confOf#Reception -> confOf#Social_event -> confOf#Event	 	 	 	iasted#Main_office	iasted#Main_office -> iasted#Place	 	 	 	0.722
ekaw#Individual_Presentation	ekaw#Individual_Presentation -> ekaw#Scientific_Event -> ekaw#Event	 	ekaw#hasEvent -> ekaw#Session, ekaw#paperPresentedAs -> ekaw#Abstract, ekaw#presentationOfPaper -> ekaw#Abstract	 	iasted#Session_chair	iasted#Session_chair -> iasted#Delegate -> iasted#Person	 	iasted#is_given_to -> iasted#Brief_introduction_for_Session_chair, iasted#obtain -> iasted#Brief_introduction_for_Session_chair	 	0.722
confOf#Volunteer	confOf#Volunteer -> confOf#Person	 	 	 	iasted#Reviewer	iasted#Reviewer -> iasted#Speaker -> iasted#Delegate -> iasted#Person	 	 	 	0.722
conference#Conference_participant	conference#Conference_participant -> conference#Person	conference#Active_conference_participant, conference#Passive_conference_participant	 	 	edas#ConferenceEvent	 	edas#NonAcademicEvent, edas#AcademicEvent	 	edas#hasStartDateTime -> edas#dateTime, edas#hasEndDateTime -> edas#dateTime	0.722
