Term 1	Term 2	Label (Arvind)	Label (Harshit)	Label (Vivek)	Ancestors 1	Ancestors 2	Children 1	Children 2	Object Property 1 	Object Property 2	Datatype Property 1	Datatype Property 2	Score
edas#SessionChair	iasted#Car				edas#SessionChair -> edas#Person	iasted#Car -> iasted#Transport_vehicle -> iasted#Item			edas#isInitiatedBy -> edas#Call, edas#initiates -> edas#Call, edas#isReviewedBy -> edas#Paper, edas#isReviewing -> edas#Paper	iasted#is_connected_with -> iasted#Renting			0.716
edas#TravelGrant	iasted#Sponsor				edas#TravelGrant -> edas#Sponsorship	iasted#Sponsor -> iasted#Person							0.716
edas#MeetingRoomPlace	ekaw#Session_Chair				edas#MeetingRoomPlace -> edas#Place	ekaw#Session_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person, ekaw#Session_Chair -> ekaw#Conference_Participant -> ekaw#Person							0.715
confOf#University	iasted#Registration_fee				confOf#University -> confOf#Organization	iasted#Registration_fee -> iasted#Fee -> iasted#Money			confOf#studyAt -> confOf#Scholar	iasted#is_paid_by -> iasted#Delegate, iasted#pay -> iasted#Delegate, iasted#is_paid_for -> iasted#Conference_activity			0.715
ekaw#Paper	iasted#Session_room				ekaw#Paper -> ekaw#Document	iasted#Session_room -> iasted#Place			ekaw#hasReview -> ekaw#Review, ekaw#reviewOfPaper -> ekaw#Review, ekaw#hasReviewer -> ekaw#Possible_Reviewer, ekaw#reviewerOfPaper -> ekaw#Possible_Reviewer	iasted#is_held_in -> iasted#Session, iasted#speak_in -> iasted#Lecturer			0.715
conference#Conference_applicant	iasted#Reviewer				conference#Conference_applicant -> conference#Person	iasted#Reviewer -> iasted#Speaker -> iasted#Delegate -> iasted#Person							0.715
confOf#Trip	ekaw#Student				confOf#Trip -> confOf#Social_event -> confOf#Event	ekaw#Student -> ekaw#Person							0.715
confOf#Reviewing_event	ekaw#Conference				confOf#Reviewing_event -> confOf#Administrative_event -> confOf#Event	ekaw#Conference -> ekaw#Scientific_Event -> ekaw#Event							0.715
cmt#User	conference#Invited_speaker				cmt#User -> cmt#Person	conference#Invited_speaker -> conference#Conference_contributor -> conference#Person							0.715
iasted#Hotel_registration_form	sigkdd#Registration_SIGMOD_Member				iasted#Hotel_registration_form -> iasted#Form -> iasted#Document -> iasted#Item	sigkdd#Registration_SIGMOD_Member -> sigkdd#Registration_fee -> sigkdd#Fee							0.715
conference#Conference_contributor	ekaw#Session_Chair				conference#Conference_contributor -> conference#Person	ekaw#Session_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person, ekaw#Session_Chair -> ekaw#Conference_Participant -> ekaw#Person							0.715
cmt#Decision	ekaw#Individual_Presentation					ekaw#Individual_Presentation -> ekaw#Scientific_Event -> ekaw#Event	cmt#Acceptance, cmt#Rejection	ekaw#Invited_Talk, ekaw#Contributed_Talk, ekaw#Tutorial	cmt#hasDecision -> cmt#Paper	ekaw#presentationOfPaper -> ekaw#Paper, ekaw#paperPresentedAs -> ekaw#Paper, ekaw#paperPresentedAs -> ekaw#Abstract, ekaw#presentationOfPaper -> ekaw#Abstract, ekaw#hasEvent -> ekaw#Session			0.715
conference#Conference_volume	iasted#Hotel_presenter				conference#Conference_volume -> conference#Conference	iasted#Hotel_presenter -> iasted#Delegate -> iasted#Person			conference#has_parts -> conference#Conference_part, conference#is_part_of_conference_volumes -> conference#Conference_part, conference#is_submitted_at -> conference#Conference_contribution, conference#has_contributions -> conference#Conference_contribution, conference#has_workshops -> conference#Workshop, conference#has_a_commtitee -> conference#Committee	iasted#is_designed_for -> iasted#Conference_hotel, iasted#is_designed_for -> iasted#Hotel_room	conference#has_a_location -> conference#string		0.715
confOf#Scholar	iasted#Conference_airport				confOf#Scholar -> confOf#Person	iasted#Conference_airport -> iasted#Building -> iasted#Place			confOf#studyAt -> confOf#University	iasted#is_situated_in -> iasted#Conference_state, iasted#is_situated_in -> iasted#Conference_city			0.715
iasted#Publication	sigkdd#Best_Research_Paper_Award				iasted#Publication -> iasted#Item	sigkdd#Best_Research_Paper_Award -> sigkdd#Award			iasted#is_made_from -> iasted#Final_manuscript	sigkdd#award -> sigkdd#Author_of_paper			0.715
conference#Track	edas#Document				conference#Track -> conference#Conference_part				conference#has_tracks -> conference#Conference_volume	edas#hasRelatedDocument -> edas#Conference, edas#relatesTo -> edas#Conference, edas#relatesTo -> edas#ConferenceSession, edas#hasRelatedDocument -> edas#ConferenceSession, edas#relatesTo -> edas#AcademicEvent, edas#hasRelatedDocument -> edas#AcademicEvent			0.715
iasted#Submission	sigkdd#Deadline_Paper_Submission				iasted#Submission -> iasted#Document -> iasted#Item	sigkdd#Deadline_Paper_Submission -> sigkdd#Deadline							0.715
edas#PaperPresentation	sigkdd#Speaker				edas#PaperPresentation -> edas#AcademicEvent -> edas#ConferenceEvent	sigkdd#Speaker -> sigkdd#Person			edas#relatedToPaper -> edas#AcceptedPaper, edas#relatedToEvent -> edas#AcceptedPaper	sigkdd#presentationed_by -> sigkdd#Document, sigkdd#presentation -> sigkdd#Document			0.715
confOf#Member	ekaw#Session_Chair				confOf#Member -> confOf#Participant -> confOf#Person	ekaw#Session_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person, ekaw#Session_Chair -> ekaw#Conference_Participant -> ekaw#Person							0.715
iasted#Record_of_attendance	sigkdd#Review				iasted#Record_of_attendance -> iasted#Document -> iasted#Item	sigkdd#Review -> sigkdd#Document							0.715
edas#Review	iasted#Record_of_attendance				edas#Review -> edas#Document	iasted#Record_of_attendance -> iasted#Document -> iasted#Item							0.715
edas#AcceptedPaper	sigkdd#Author				edas#AcceptedPaper -> edas#Paper -> edas#Document	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person			edas#relatedToPaper -> edas#PaperPresentation, edas#relatedToEvent -> edas#PaperPresentation	sigkdd#submit -> sigkdd#Paper, sigkdd#obtain -> sigkdd#Award, sigkdd#notification_until -> sigkdd#Deadline_Author_notification			0.715
edas#Programme	sigkdd#Organizator				edas#Programme -> edas#Document	sigkdd#Organizator -> sigkdd#Person							0.715
edas#Presenter	iasted#Card				edas#Presenter -> edas#Author	iasted#Card -> iasted#Item							0.715
confOf#Contribution	sigkdd#Author					sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	confOf#Paper, confOf#Short_paper, confOf#Poster	sigkdd#Author_of_paper, sigkdd#Author_of_paper_student	confOf#writes -> confOf#Author, confOf#writtenBy -> confOf#Author	sigkdd#notification_until -> sigkdd#Deadline_Author_notification	confOf#abstract -> confOf#string, confOf#hasTitle -> confOf#string, confOf#remark -> confOf#string, confOf#hasKeyword -> confOf#string, confOf#contactEmail -> confOf#string		0.715
ekaw#Conference_Banquet	iasted#Session_room				ekaw#Conference_Banquet -> ekaw#Social_Event -> ekaw#Event	iasted#Session_room -> iasted#Place							0.715
cmt#Chairman	iasted#Student_lecturer				cmt#Chairman -> cmt#Person	iasted#Student_lecturer -> iasted#Lecturer -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person							0.715
cmt#ProgramCommitteeMember	iasted#Deadline				cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	iasted#Deadline -> iasted#Time	cmt#ProgramCommitteeChair	iasted#Registation_deadline, iasted#Deadline_hotel_reservation, iasted#Submissions_deadline, iasted#Deadline_for_notification_of_acceptance, iasted#Camera_ready_manuscript_deadline	cmt#addProgramCommitteeMember -> cmt#Administrator, cmt#setMaxPapers -> cmt#Administrator, cmt#addedBy -> cmt#Administrator, cmt#hasProgramCommitteeMember -> cmt#ProgramCommittee, cmt#memberOfProgramCommittee -> cmt#ProgramCommittee	iasted#is_designed_for -> iasted#Delegate	cmt#maxPapers -> cmt#int	iasted#done_till -> iasted#date	0.715
edas#AcademiaOrganization	ekaw#OC_Chair				edas#AcademiaOrganization -> edas#Organization	ekaw#OC_Chair -> ekaw#OC_Member -> ekaw#Conference_Participant -> ekaw#Person							0.715
conference#Presentation	iasted#Non_speaker				conference#Presentation -> conference#Conference_contribution -> conference#Conference_document	iasted#Non_speaker -> iasted#Delegate -> iasted#Person	conference#Invited_talk	iasted#Student_non_speaker, iasted#Worker_non_speaker	conference#gives_presentations -> conference#Active_conference_participant, conference#is_given_by -> conference#Active_conference_participant, conference#is_the_1th_part_of -> conference#Abstract, conference#has_an_abstract -> conference#Abstract	iasted#is_designed_for -> iasted#Nonauthor_registration_fee			0.715
iasted#Main_office	sigkdd#Speaker				iasted#Main_office -> iasted#Place	sigkdd#Speaker -> sigkdd#Person							0.715
cmt#ExternalReviewer	iasted#Presenter_state				cmt#ExternalReviewer -> cmt#Person	iasted#Presenter_state -> iasted#State			cmt#assignedByReviewer -> cmt#Reviewer, cmt#assignExternalReviewer -> cmt#Reviewer	iasted#is_occupied_by -> iasted#Delegate, iasted#occupy -> iasted#Delegate, iasted#is_situated_in -> iasted#Presenter_university			0.715
edas#SessionChair	sigkdd#Author_of_paper_student				edas#SessionChair -> edas#Person	sigkdd#Author_of_paper_student -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person			edas#isReviewedBy -> edas#Paper, edas#isReviewing -> edas#Paper, edas#isInitiatedBy -> edas#Call, edas#initiates -> edas#Call	sigkdd#award -> sigkdd#Best_Student_Paper_Award			0.715
edas#Sponsorship	sigkdd#Sponzor_fee					sigkdd#Sponzor_fee -> sigkdd#Fee					edas#hasCostAmount -> edas#int, edas#hasCostCurrency -> edas#string		0.715
confOf#Student	sigkdd#Gold_Supporter				confOf#Student -> confOf#Participant -> confOf#Person	sigkdd#Gold_Supporter -> sigkdd#Sponzor							0.715
cmt#Author	confOf#Company				cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	confOf#Company -> confOf#Organization							0.715
conference#Steering_committee	iasted#Plenary_lecture_speaker				conference#Steering_committee -> conference#Committee	iasted#Plenary_lecture_speaker -> iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person			conference#has_a_steering_committee -> conference#Conference_volume, conference#was_a_steering_committee_of -> conference#Conference_volume	iasted#speak_in -> iasted#Conference_hall			0.715
iasted#Conference_city	sigkdd#Person				iasted#Conference_city -> iasted#City				iasted#is_situated_in -> iasted#Place, iasted#is_situated_in -> iasted#Conference_hotel, iasted#is_situated_in -> iasted#Conference_restaurant, iasted#is_situated_in -> iasted#Conference_building, iasted#is_visited_by -> iasted#Delegate	sigkdd#can_stay_in -> sigkdd#Place, sigkdd#can_stay_in -> sigkdd#Hotel		sigkdd#E-mail -> sigkdd#string, sigkdd#Name -> sigkdd#string, sigkdd#Nation -> sigkdd#string	0.715
confOf#Volunteer	edas#Programme				confOf#Volunteer -> confOf#Person	edas#Programme -> edas#Document							0.715
iasted#Tip	sigkdd#Author				iasted#Tip -> iasted#Money	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person			iasted#is_paid_in -> iasted#Conference_restaurant	sigkdd#obtain -> sigkdd#Award, sigkdd#submit -> sigkdd#Paper, sigkdd#notification_until -> sigkdd#Deadline_Author_notification			0.715
iasted#Hotel_presenter	sigkdd#Invited_Speaker				iasted#Hotel_presenter -> iasted#Delegate -> iasted#Person	sigkdd#Invited_Speaker -> sigkdd#Speaker -> sigkdd#Person							0.715
ekaw#Web_Site	iasted#Trip_city				ekaw#Web_Site -> ekaw#Document	iasted#Trip_city -> iasted#City			ekaw#listsEvent -> ekaw#Event, ekaw#eventOnList -> ekaw#Event, ekaw#publisherOf -> ekaw#Organisation	iasted#is_held_in -> iasted#Full_day_tour, iasted#is_visited_by -> iasted#Conference_Hiker			0.715
iasted#Presenter_university	sigkdd#Author_of_paper				iasted#Presenter_university -> iasted#Building -> iasted#Place	sigkdd#Author_of_paper -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person			iasted#is_situated_in -> iasted#Presenter_state, iasted#is_situated_in -> iasted#Presenter_city	sigkdd#award -> sigkdd#Best_Applications_Paper_Award, sigkdd#award -> sigkdd#Best_Research_Paper_Award			0.715
conference#Conference_part	confOf#Conference					confOf#Conference -> confOf#Working_event -> confOf#Event					conference#has_a_name -> conference#string		0.715
edas#AcademicEvent	iasted#Presenter_state				edas#AcademicEvent -> edas#ConferenceEvent	iasted#Presenter_state -> iasted#State			edas#hasCall -> edas#Call, edas#forEvent -> edas#Call, edas#relatesTo -> edas#Document	iasted#is_occupied_by -> iasted#Delegate, iasted#occupy -> iasted#Delegate			0.715
conference#Tutorial	iasted#Conference_hotel				conference#Tutorial -> conference#Conference_part	iasted#Conference_hotel -> iasted#Building -> iasted#Place			conference#has_tutorials -> conference#Conference_volume	iasted#is_situated_in -> iasted#Conference_city, iasted#is_situated_in -> iasted#Conference_state, iasted#is_designed_for -> iasted#Hotel_presenter, iasted#is_situated_in -> iasted#Hotel_room			0.715
conference#Steering_committee	iasted#Presenter_state				conference#Steering_committee -> conference#Committee	iasted#Presenter_state -> iasted#State			conference#has_a_steering_committee -> conference#Conference_volume, conference#was_a_steering_committee_of -> conference#Conference_volume	iasted#is_situated_in -> iasted#Presenter_university, iasted#is_occupied_by -> iasted#Delegate, iasted#occupy -> iasted#Delegate			0.715
edas#Attendee	iasted#Registration				edas#Attendee -> edas#Person	iasted#Registration -> iasted#Conference_activity -> iasted#Activity							0.715
edas#NumericalReviewQuestion	ekaw#Negative_Review				edas#NumericalReviewQuestion -> edas#ReviewQuestion	ekaw#Negative_Review -> ekaw#Review -> ekaw#Document							0.715
conference#Active_conference_participant	ekaw#Conference_Trip				conference#Active_conference_participant -> conference#Conference_contributor -> conference#Person, conference#Active_conference_participant -> conference#Conference_participant -> conference#Person	ekaw#Conference_Trip -> ekaw#Social_Event -> ekaw#Event							0.715
cmt#User	sigkdd#Review				cmt#User -> cmt#Person	sigkdd#Review -> sigkdd#Document							0.714
cmt#User	edas#Review				cmt#User -> cmt#Person	edas#Review -> edas#Document							0.714
conference#Registeered_applicant	edas#Presenter				conference#Registeered_applicant -> conference#Conference_applicant -> conference#Person	edas#Presenter -> edas#Author							0.714
conference#Workshop	ekaw#University				conference#Workshop -> conference#Conference_part	ekaw#University -> ekaw#Academic_Institution -> ekaw#Organisation							0.714
edas#Programme	iasted#Technical_commitee				edas#Programme -> edas#Document	iasted#Technical_commitee -> iasted#Delegate -> iasted#Person			edas#hasProgramme -> edas#ConferenceEvent, edas#belongsToEvent -> edas#ConferenceEvent	iasted#is_given_by -> iasted#Technic_activity, iasted#go_through -> iasted#Technic_activity			0.714
confOf#Author	iasted#Deadline				confOf#Author -> confOf#Person	iasted#Deadline -> iasted#Time			confOf#writes -> confOf#Contribution, confOf#writtenBy -> confOf#Contribution	iasted#is_designed_for -> iasted#Delegate		iasted#done_till -> iasted#date	0.714
conference#Abstract	iasted#Presenter_state				conference#Abstract -> conference#Extended_abstract -> conference#Regular_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	iasted#Presenter_state -> iasted#State			conference#has_an_abstract -> conference#Poster, conference#is_the_1th_part_of -> conference#Poster, conference#is_the_1th_part_of -> conference#Presentation	iasted#is_occupied_by -> iasted#Delegate, iasted#occupy -> iasted#Delegate			0.714
cmt#Meta-Reviewer	confOf#Participant				cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Meta-Reviewer -> cmt#Reviewer -> cmt#User -> cmt#Person	confOf#Participant -> confOf#Person						confOf#earlyRegistration -> confOf#boolean	0.714
